File,Category,Links,Link_Rating,Depth_KB,Depth_Rating,Structure_Score,Structure_Rating,Meta_Score,Meta_Rating,Weakness_Count,Weak_Dimensions,Has_ArticleBody,Has_PageHero,Has_GraceWarning,Has_NavJS,Has_GlobalCSS,Has_Description,Has_OgTitle,Has_Canonical
for-hurting.html,for,14,STRONG,20,DEEP,3,PARTIAL,2,PARTIAL,2,structure; meta,False,False,True,True,True,True,True,False
hymn-amazing-grace.html,hymn,8,OK,33,DEEP,3,PARTIAL,3,GOOD,1,structure,False,False,True,True,True,True,True,True
demolition-acts17-30.html,demolition,7,WEAK,31,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
demolition-2cor5-14-15.html,demolition,6,WEAK,27,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
question-john17.html,question,5,WEAK,29,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
ot-jeremiah.html,ot,4,WEAK,43,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
analogy-drowning-man.html,analogy,3,WEAK,25,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
demolition-steel-man-arminianism.html,demolition,3,WEAK,60,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
psychology-cost-of-rejecting-grace.html,psychology,3,WEAK,28,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
psychology-pride-root-objection.html,psychology,3,WEAK,37,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-dark-the-woman-who-earned-her-seat.html,story,2,WEAK,34,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-the-fish-who-chose-the-ocean.html,story,2,WEAK,33,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
philosophy-sleep-surrender.html,philosophy,1,WEAK,26,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
analogy-orchestra.html,analogy,0,WEAK,20,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
anxious-mind-what-if-not-chosen.html,anxious,0,WEAK,25,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
broken-mirror-not-self-made.html,broken,0,WEAK,22,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
broken-mirror-sin-you-repeat.html,broken,0,WEAK,30,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
compare-every-decision-point.html,compare,0,WEAK,37,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
contact.html,contact,0,WEAK,10,MODERATE,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
demolition-1tim4-10.html,demolition,0,WEAK,32,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
demolition-hebrews2-9.html,demolition,0,WEAK,25,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
demolition-philippians2-12-13.html,demolition,0,WEAK,28,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
demolition-titus2-11.html,demolition,0,WEAK,32,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
devotional-the-hands-that-hold-you.html,devotional,0,WEAK,18,MODERATE,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
devotional-valley-shadow.html,devotional,0,WEAK,21,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
donate.html,donate,0,WEAK,11,MODERATE,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
invisible-wall-family.html,invisible,0,WEAK,26,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
invisible-wall-friend-who-left.html,invisible,0,WEAK,26,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
invisible-wall-lonely-theological.html,invisible,0,WEAK,26,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-babies.html,objection,0,WEAK,31,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-effort.html,objection,0,WEAK,32,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-evangelism-pointless.html,objection,0,WEAK,32,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-faith-choice.html,objection,0,WEAK,45,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-god-could-save-all.html,objection,0,WEAK,24,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-manipulation.html,objection,0,WEAK,42,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-robots.html,objection,0,WEAK,35,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-unfair-to-choose-some.html,objection,0,WEAK,19,MODERATE,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-why-believe.html,objection,0,WEAK,32,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-why-evangelize.html,objection,0,WEAK,20,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-why-not-save-everyone.html,objection,0,WEAK,37,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
objection-why-pray.html,objection,0,WEAK,20,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
open-wound-senseless-death.html,open,0,WEAK,23,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
open-wound-terminal-diagnosis.html,open,0,WEAK,26,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
ot-jonah.html,ot,0,WEAK,49,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
ot-noah.html,ot,0,WEAK,44,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
pastoral-assurance.html,pastoral,0,WEAK,46,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
philosophy-copernican-revolution.html,philosophy,0,WEAK,27,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
psychology-cognitive-biases.html,psychology,0,WEAK,47,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
psychology-emotional-vs-rational.html,psychology,0,WEAK,28,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
psychology-hostility-reaction.html,psychology,0,WEAK,29,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
psychology-offense-of-grace.html,psychology,0,WEAK,55,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
psychology-suppressing-truth.html,psychology,0,WEAK,33,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
psychology-terror-management.html,psychology,0,WEAK,33,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
question-1john5-1.html,question,0,WEAK,39,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
question-how-grace-feels.html,question,0,WEAK,21,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
question-isaiah53.html,question,0,WEAK,46,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
question-predestined-to-hell.html,question,0,WEAK,32,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
question-whose-side-are-you-on.html,question,0,WEAK,30,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
question-why-does-god-choose-some-not-others.html,question,0,WEAK,27,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
shattered-lens-cant-tell-true.html,shattered,0,WEAK,22,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
shattered-lens-taught-wrong.html,shattered,0,WEAK,31,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
sitemap.html,sitemap,0,WEAK,11,MODERATE,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-children-the-king-who-chose.html,story,0,WEAK,26,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-dark-the-altar-he-built-himself.html,story,0,WEAK,30,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-historical-luther-storm.html,story,0,WEAK,27,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-humor-committee-to-save-yourself.html,story,0,WEAK,24,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-humor-the-man-who-sued-god.html,story,0,WEAK,29,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-surgeon-stone-heart.html,story,0,WEAK,33,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-tender-the-gardener-who-waited.html,story,0,WEAK,28,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-the-kings-banquet.html,story,0,WEAK,28,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-the-orphanage.html,story,0,WEAK,43,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-thought-the-day-you-chose-again.html,story,0,WEAK,29,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
story-thought-the-god-who-let-you-watch.html,story,0,WEAK,27,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
theologian-boston.html,theologian,0,WEAK,42,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
theologian-bunyan.html,theologian,0,WEAK,49,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
theologian-whitefield.html,theologian,0,WEAK,37,DEEP,5,COMPLIANT,3,GOOD,1,links,True,True,True,True,True,True,True,True
compare-grace-reformed-vs-arminian.html,compare,28,STRONG,34,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
question-book-of-life.html,question,27,STRONG,32,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
question-was-christ-a-robot.html,question,24,STRONG,38,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
objection-fairness.html,objection,18,STRONG,31,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
demolition-cut-off-from-root.html,demolition,16,STRONG,28,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
devotional-chosen-before-you-were-broken.html,devotional,16,STRONG,21,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
broken-mirror-performance-treadmill.html,broken,14,STRONG,33,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
psychology-anosognosia-of-sin.html,psychology,11,OK,23,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
analogy-song-you-didnt-compose.html,analogy,10,OK,19,MODERATE,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
broken-mirror-imposter-syndrome.html,broken,10,OK,25,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
demolition-children-of-satan.html,demolition,10,OK,31,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
ot-abel-cain.html,ot,10,OK,44,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
philosophy-infinite-regress-of-choice.html,philosophy,10,OK,23,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
question-does-god-choose-who-goes-to-heaven.html,question,10,OK,23,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
romans-8-28-39.html,romans,10,OK,33,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
question-bible-says-sick.html,question,9,OK,30,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
invisible-wall-marriage.html,invisible,8,OK,27,DEEP,5,COMPLIANT,3,GOOD,0,,True,True,True,True,True,True,True,True
